,Unnamed: 0,ID,text,image,text.1,image.1,text.2,image.2,tweet,text_polarity,image_polarity,polarity
886,886,3421,1,0,1,1,1,1,.@JustinTrudeau's built a strong team &amp; plan to give all Canadians a real &amp; fair chance to succeed ???? #Elxn42,1,1,1
887,887,3422,1,1,0,0,-1,-1,@ThomasMulcair should reconsider backing out of important debates. You had already agreed sir! #cdnpoli #elxn42,0,0,0
888,888,3423,0,0,0,0,-1,0,@NaomiAKlein @pmharper DoU support ICC ProsecuteExtensiveEnvDamage asCriminal actsOf #Ecocide #elxn42 @ecojustice_ca,-1,0,-1
889,889,3424,0,0,0,0,1,1,"Quick comparison of party rallies in #Vancouver. Hard to say, but I think #NDP has the edge #whoralliedbetter #elxn42",1,1,1
890,890,3425,-1,-1,0,1,0,0,Conservative candidate @jerrybance is just not ready. #CanPoli #CdnPoli #elxn2015 #elxn42 #PeeGate #PeeMO,-1,0,-1
891,891,3426,0,-1,0,-1,1,1,12 issues that will dominate #elxn42 | @MacleansMag #cdnpoli http://t.co/uD3wCAuXrH,1,-1,0
892,892,3427,1,1,-1,0,1,1,Conservatives seek not to overheat in warm-up to election campaign #elxn42 #elxn2015 http://t.co/ysJilnOTvL,1,1,1
893,893,3428,1,1,-1,-1,0,0,@pmharper trying to Bullwinkle us? Bull something that's for sure. #GonnaNeedABiggerHat #elxn42,0,0,0
894,894,3429,-1,1,0,0,0,0,. @pmharper playing the plausible deniability defense #elxn42 #DuffyGate,-1,1,0
895,895,3430,-1,-1,0,0,0,0,TONIGHT @ElizabethMay Tweets Her Way Into ANTI Democratic Globe Debate #cdnpoli #elxn42 #SM http://t.co/UNLmrg7Qnk,-1,-1,-1
896,896,3431,0,0,0,0,0,0,.@JustinTrudeau talks about helping High River resident clean out her home in 2013 with @MattAGrant #yyc #elxn42,0,0,0
897,897,3432,0,0,0,-1,0,0,October 19 is accountability day. #cdnpoli #elxn42 http://t.co/G36zxlxVcV,0,-1,-1
898,898,3433,1,1,1,0,0,1,Great day to go vote and canvass in Mississauga-Lakeshore for @SvenTrueNorth #lpc #misspoli #elxn42,1,1,1
899,899,3434,1,1,0,0,1,1,So important to vet your candidates...these people are interviewing to legislate on OUR behalf in the HoC...#elxn42,1,1,1
900,900,3435,1,1,-1,-1,-1,-1,Stephen Harper offers cursing supporter Senate appointment. @TheBeaverton #cdnpoli #elxn42 https://t.co/abLTse90xa,-1,-1,-1
901,901,3436,0,-1,1,0,0,0,"#NDP trending upwards, #CPC trending down, maybe ND majority, Lib OO in Oct? #elxn42 #Ready4Change #TM4PM",1,-1,0
903,903,3438,-1,-1,0,1,0,0,Stephen is just not ready. #cdnpoli #elxn42 #CanadaVotes,-1,0,-1
904,904,3439,1,0,0,0,0,0,#cdnpoli #elxn42 PACT launches first Electoral Clip focus #socialjustice #youthempowerment http://t.co/WCAklBS8Ng,1,0,1
905,905,3440,0,0,0,0,0,0,Except for watersports it seems I too would qualify as Prime Ministress ... #polqc #elxn42,0,0,0
906,906,3441,1,1,0,1,1,1,"PC Party, #Youth, #Education,Opportunity,#RenewableResources, Proudly #Canada's PCs #elxn42 http://t.co/NSwTddCHS8",1,1,1
907,907,3442,1,0,1,1,1,1,All this talk of the economy today #elxn42 . The truth is building housing creates jobs! #housing4all15,1,1,1
908,908,3443,1,1,0,1,1,1,What kind of force will #NDP Canada be? #polqc #elxn42 Peacekeepers under UN mandate ONLY http://t.co/p8D5N5XC1M,1,1,1
909,909,3444,-1,0,0,0,0,0,@amtennier @liberal_party Name in Lights!!!!! Campaign office Main St E &amp; Sherman #hamcentre #LPC #elxn42 #cdnpoIi,-1,0,-1
910,910,3445,0,0,-1,0,1,1,Hominy grits? How many Grits?! Let's FRY her! #FryHedy #FryedGrits #VanCentre #elxn42 #CDNpoli,0,1,1
911,911,3446,-1,1,-1,-1,1,1,Don't Piss Away Your Vote #elxn42 #cndpoli #harpermustgo,-1,1,0
912,912,3447,0,0,1,0,0,0,WHY Does @ElizabethMay Have2 Tweet Her Way In2 ANTI Democratic #GlobeDebate? #cdnpoli #elxn42 http://t.co/UNLmrg7Qnk,1,0,1
913,913,3448,1,1,1,1,1,1,#hamont media sees strategic haircut as key political move . @LockeStreetBIA @McMasterAlumni #elxn2015 @MSU_McMaster,1,1,1
914,914,3449,0,-1,0,0,1,1,Says it all. #vote @pmharper &amp; #CPC OUT in #elxn42! #cdnpoli,1,0,1
915,915,3450,1,1,1,1,0,0,"In 40 Days Canadians will elect a new government after Ten Long Years of ""The Harper Government."" #elxn42 Vote PC",1,1,1
916,916,3451,0,1,1,1,0,0,Take your pick #elxn42 #polqc Here's a partial list @Steph_Sagar,1,1,1
917,917,3452,1,1,1,1,0,0,#hamont #GreenParty team building &amp; to distribute 200 #bird houses made from old plywood. #elxn42 #cdnpoli @CdnPress,1,1,1
919,919,3455,-1,-1,-1,-1,0,-1,@MargaretAtwood Let's turn the tide on this autocrat and #ReinstateBoC. Ã¢â¬Â¦ #elxn42 #cdnpoli https://t.co/AjPsE4Qz9D,-1,-1,-1
920,920,3456,-1,-1,-1,-1,0,1,@CH_Cartoon on drowning death of Syrian toddler off Turkey. #cdnpoli #elxn42,-1,-1,-1
921,921,3457,-1,-1,-1,-1,-1,-1,The Tories should get @TorontoRobFord to replace the #peegate guy. #cdnpoli #polcan #elxn42 #topoli,-1,-1,-1
922,922,3458,-1,1,0,0,-1,-1,Everything he touches turns to shit. #BlueJays #elxn42 #cdnpoli,-1,0,-1
923,923,3459,-1,-1,0,0,0,-1,"47 days,11 hours, 4 minutes, 32 seconds to get your shit together &amp; get valid ID for #elxn42 #cdnpoli @wapimaskwa69",-1,-1,-1
924,924,3460,0,-1,0,-1,-1,1,"Harper CPC's Touching Concern Abt Refugees in Riding Mailer, Prior 3-Yr Old Syrian Refugee Drowning #cdnpoli #elxn42",-1,-1,-1
925,925,3461,1,0,1,1,1,1,The first signs of election season are upon us! #elxn42 #cdnpoli @SeamusORegan @ClearyNDP,1,1,1
926,926,3462,0,-1,0,0,0,-1,The only way to deal with the #TommunistManifesto trolls is to answer them with #HeilHarper #cdnpoli #elxn42 #polcan,0,-1,-1
927,927,3463,1,-1,0,-1,1,-1,@AdamScotti captures beautiful shots every day. But this. This is special. #LPC #realchange #cdnpoli #elxn42 #Trudeau,1,-1,0
928,928,3464,0,0,0,0,0,0,What kind of force for global peace does the #NDP want Canada to be? #cdnpoli #polqc #elxn42 http://t.co/p8D5N5XC1M,0,0,0
929,929,3465,0,0,0,0,0,0,Church publishes election resource to help #Anglicans engage issues #cdnpoli #elxn2015 https://t.co/6rW4nEJ10k,0,0,0
930,930,3466,1,1,1,1,0,0,#LPC Canada ... you've been warned #cdnpoli #polqc #elxn42,1,1,1
931,931,3467,0,0,1,1,1,0,Imagine a #PMHarper-free #Canada! What a great country that would be (again). #CdnPoli #Elxn42,1,1,1
932,932,3468,1,0,0,0,1,1,Packed room (and it's a pretty big room!) for @ThomasMulcair in #winnipeg #ndp #elxn42 And I mean packed.,1,1,1
933,933,3469,1,1,0,0,0,1,Elizabeth May will be heard (vid) @ElizabethMay @CanadianGreens #elxn2015 #yyc http://t.co/ShaCQrPYX7,1,1,1
934,934,3470,0,0,1,0,0,0,"PC Party: Reinforcing the """"Canadian Advantage"""" in #HealthCare #elxn42 PCs for #Canada http://t.co/iE3F7MGbN6",1,0,1
935,935,3471,1,1,1,1,1,1,I will vote in 2015 because a better Canada is possible! #uniforcc #iwillvote2015 #cdnpoli #elxn42,1,1,1
936,936,3472,1,-1,1,1,0,0,RT if you agree!! #VoteJohnBrassard #elxn2015,1,0,1
937,937,3473,-1,0,-1,0,0,0,1/5 young people have mental health problems. Few get help. #NDP are leading the way to change that. #elxn42,-1,0,-1
938,938,3474,0,0,0,0,0,0,Spent the entire afternoon delivering signs for the @jasbirsandhu campaign! #SurreyCentre LOVES the #NDP ! #elxn42,0,0,0
939,939,3475,0,1,0,1,0,0,.@ElizabethMay pitches Green vision in Halifax #elxn42 #elxn2015 #cndpoli http://t.co/bYizDfB7AY,0,1,1
942,942,3478,1,1,1,1,0,0,A great canvass team going out in Orleans 4 Royal @GalipeauOrleans - a huge friend to Veterans &amp; CAF families #elxn42,1,1,1
943,943,3479,0,0,0,1,0,1,In which CPC candidate @LarryMillerMP RTs call to assemble vigilante hunters after his signs go missing. #elxn42,0,1,1
944,944,3480,1,1,1,1,0,0,@jkenney @CummingK Tnx for talk at #CPC #KD4MP HQ to Ukrainian community re CDN foreign policy re Ukraine #elxn42,1,1,1
945,945,3481,0,0,0,0,0,0,"Seen in Hochelaga - gold star for effort: 'Vote for whomever you want, we're ungovernable'. #elxn42",0,0,0
946,946,3482,-1,-1,0,-1,-1,-1,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #elxn2015 #TM4PM #NDP,-1,-1,-1
947,947,3483,0,0,0,0,0,0,Here is a pic of a @KellyBlockmp mail-out being shared all over Facebook. This is revolting. #elxn42,0,0,0
948,948,3484,0,0,0,0,0,0,E-55 selfie: @jenniferhollett voters are asking for signs before I can ask them if they want any #unirose #elxn42,0,0,0
949,949,3485,-1,-1,-1,-1,-1,-1,From @globepolitics. #vote dishonorable #CPC OUT in #elxn42! No respect for #vets #Canada or #canadians! #cdnpoli,-1,-1,-1
950,950,3486,1,1,-1,-1,0,0,Donate to the PC Party &amp; Vote PC Party in Election 2015 - for all Canadians #Canada #elxn42 http://t.co/uqeRGRqAw9,0,0,0
951,951,3487,0,0,0,-1,1,-1,#IwillVote2015 and here is why #IvoteProLifeFirst!!! #elxn42 #elxn2015 #CPC #NDP #LPC #CanadaVotes #October19 #CBC,1,-1,0
952,952,3488,0,-1,0,0,0,-1,"@CTV_PowerPlay @GregWeston Jason Kenny Redefines """"deficit"""" #elxn42",0,-1,-1
953,953,3489,1,1,0,-1,1,1,@308dotcom predicts very probable #NDP minority with path to a majority. #elxn42 #TM4PM #Ready4Change,1,1,1
955,955,3491,0,0,1,1,1,1,".@kenthehr """"we have to ensure we have markets for our oil... World is big place and we must play our part"""" #elxn42",1,1,1
956,956,3492,1,1,1,0,0,0,Allan Hughes will vote in 2015 because BC needs a well funded Coast Guard! #Iwillvote2015 #elxn42 #cdnpoli #bcrc15,1,1,1
957,957,3493,1,-1,1,0,1,1,"Great event coming Sept 2:""""The Jewish Community, The Federal #Election and You"""" #cdnpoli #elxn42 #Jewish #Vancouver",1,0,1
958,958,3494,-1,-1,0,-1,0,-1,Only G7 nation in recession blames world affairs for failure of its one industry economic strategy. #cdnpoli #elxn42,-1,-1,-1
959,959,3495,-1,-1,0,0,0,-1,Does @pmharper condone this sort of shameful behavior by his candidates? You can't have it both ways. #elxn42,-1,-1,-1
960,960,3496,1,1,0,0,1,1,REACH organized tonight's citywide national food policy forum. Here's their poster #elxn42 #yqr,1,1,1
961,961,3497,1,1,1,1,1,1,Is your riding on VoteVancouver? See the list at - #elxn42 #cdnpoli #voteyvr #yvr #vancouver http://t.co/4mK5jGQCti,1,1,1
963,963,3499,0,-1,0,-1,0,0,The ballot box question is simple. do we want more of this hypocritical leadership. @pmharper has to go #elxn42,0,-1,-1
964,964,3500,1,0,0,0,-1,-1,Decline in per capita Canadian manufacturing sales is revealing. #cdnpoli #elxn42,0,-1,-1
965,965,3501,0,0,0,0,0,0,Register to vote help others register &amp; get to the polls #indigenous #vote #firstnation via @AshCallingbull #elxn2015,0,0,0
966,966,3502,1,0,-1,-1,1,-1,@52greg Centre left parties need to unite to take down Harper - not do his dirty work for him. #elxn42,1,-1,0
968,968,3504,0,0,1,1,1,1,"More signs going up, this time in Dover! #cdnpoli #TeamTrudeau #yyc #elxn42",1,1,1
969,969,3505,0,0,0,0,0,0,Suddenly this mailer makes a lot more sense... #elxn42,0,0,0
970,970,3506,0,-1,0,0,-1,-1,#DuffyTrial commentary in Vancouver's DTES just now. #elxn42,-1,-1,-1
971,971,3507,0,0,-1,0,0,0,@GlobeVideo #elxn42 Free my people... Heard this somewhere before???????,-1,0,-1
973,973,3510,1,1,1,0,1,1,We got real wet on our canvass! Many thanks to Nic &amp; Brent for joining me in some soggy door knocking! #gpc #elxn42,1,1,1
974,974,3511,1,1,-1,-1,0,1,Thanks @SamCraggsCBC for excluding Greens again. R U told to or choose to? #elxn2015 #cdnpoli https://t.co/RXIdxJcu2y,0,1,1
975,975,3512,0,0,1,1,1,0,So far @DaveChrisMP (#HamOnt Centre) &amp; Wayne Marston (#HamOnt-Stoney Creek) have answered our #elxn42 questions #VAW,1,1,1
976,976,3513,0,0,0,0,0,0,When will Justin Trudeau comment on his time as an animated character in NickÃ¢â¬â¢s Alvin and the chipmunks? #elxn42,0,0,0
977,977,3514,0,0,0,0,1,0,"@ParmGill, you'll just have to hear from others what is being said about you here. #CDNpoli #elxn42 #canttaketheheat",1,0,1
978,978,3515,0,1,1,1,0,0,Rethinking. #GreenThinking. We must do it. #MakeHistory #VoteGreen. #elxn2015 #cdnpoli @CdnPress @McMasterOutdoor,1,1,1
979,979,3516,0,0,0,0,0,0,Ã¢â¬ÅThe Maclean's This or That voting tool: What policies do you really care about? #elxn42 http://t.co/pK2GpDcoBO,0,0,0
980,980,3517,0,0,1,1,0,1,"Ã¢â¬Å@SheilaGunnReid: Anyways, @shawndearn is entirely consistent with what the NDP considers acceptable. #elxn2015",1,1,1
981,981,3518,0,1,-1,1,-1,-1,@JustinTrudeau says parents can split up or share parental benefits under a Lib gov #elxn42 http://t.co/XeyaHTcHSw,-1,1,0
982,982,3519,1,1,0,1,0,0,.@SohiAmarjeet let's every know @JustinTrudeau will be here shortly! #yeg #elxn42 #abpoli,1,1,1
983,983,3520,0,0,0,0,0,0,But @ThomasMulcair @JustinTrudeau say Canada isn't doing enough? Who do they think we are? #cdnpoli #polqc #elxn42,0,0,0
984,984,3521,1,1,-1,-1,0,0,Some leaders have all the right experience. #cdnpoIi #GlobeDebate #elxn42 #houseoflies @JustinTrudeau,0,0,0
985,985,3522,-1,-1,0,0,0,-1,About this much #elxn42in3words,-1,-1,-1
986,986,3523,1,1,0,0,0,0,Cons love labour day! #Canada #cdnpoli #elxn42,1,1,1
988,988,3526,-1,0,-1,0,0,0,Checking out the health-themed candidate forum for #YXE West riding. No Randy Donauer. #skpoli #elxn42,-1,0,-1
989,989,3527,1,1,1,-1,1,1,Manitoba is #Ready4Change. Canada is #Ready4Change. I'm #Ready4Change. Are you? #TM4PM #elxn42,1,1,1
990,990,3528,0,0,0,-1,-1,0,@Justin_Ling How about one from #elxn42 #elxn2015 #notfairlectionsact http://t.co/aUI5n36Sxv,-1,-1,-1
991,991,3529,0,0,1,1,0,0,You need a new orange wool #toque cause #elxn42 #NDP2015 #NDP #TM4PM #BCLions #madeincanada https://t.co/IAzY6N89Zb,1,1,1
992,992,3530,1,1,1,1,0,0,#LPC policy on small business ... in perspective #elxn42 #polqc,1,1,1
993,993,3531,1,1,1,1,1,1,Great to meet a supporter from Cranston at the Filipino Fiesta today! @fiestafilipino #cdnpoIi #elxn42 #LPC,1,1,1
994,994,3532,0,0,0,0,0,0,#TheSacredWaterWalk2015: Living In The 7th Fire. #environment #elxn42 @IndigPoli #cdnpoli http://t.co/VFZiSHwhMX,0,0,0
995,995,3533,1,1,1,1,1,1,"In #elxn42, access, opportunity &amp; #inclusion are top of mind for families http://t.co/H6VJMr0mpX",1,1,1
996,996,3535,-1,1,0,0,1,1,3 days! Join us for South Shore all-candidates debate: #bridgewater #nspoli #elxn42 http://t.co/QbMnJXncOM,0,1,1
997,997,3536,0,0,1,1,1,1,Another marvellous day! #elxn42 at @marvelcoffeeco #TorDan #TeamTrudeau @juliedabrusin,1,1,1
998,998,3537,-1,0,0,0,-1,-1,Harper rules out military coup #Canada #cdnpoli #elxn42,-1,-1,-1
999,999,3538,0,0,0,0,0,0,Toronto taxpayers fund Muslim-only apartments #elxn42 #polqc @ThomasMulcair? @JustinTrudeau? http://t.co/W2WRVUw7yj,0,0,0
1000,1000,3539,-1,0,-1,0,0,0,"I hope, after Oct. 19, a documentary will be made on this. In the background, rapping Beatles lyrics. Lol! #elxn42",-1,0,-1
1001,1001,3540,0,0,0,0,0,0,PICTURED: Stephen Harper estimates Canadians' level of trust in him. #elxn42 #cdnpoli,0,0,0
1002,1002,3541,1,-1,0,1,-1,-1,Justin on 'headgear' #elxn42 #polqc,0,-1,-1
1003,1003,3543,0,1,0,0,-1,-1,My last tweet of the day. Fair comment on @pmharper in #elxn42. #HeaveSteve #cdnpoli,-1,0,-1
1004,1004,3544,0,0,0,0,0,0,Media Release: Progressive Canadian Party on Bank of Canada Infrastructure funding. #elxn42 http://t.co/NSwTddCHS8,0,0,0
1005,1005,3545,0,1,1,1,0,1,Getting charged up for some more canvassing. #NIAGARA #ELXN42 #REALCHANGE #CNDPOLI,1,1,1
1006,1006,3546,1,-1,1,0,1,-1,Joe Oliver's Austerity for Dummies Budget 2015-Like the last recession but without the pesky Liberal Surplus #elxn42,1,-1,0
1007,1007,3547,1,1,1,1,1,1,"Of all the pics of @timdutaud, I think this is my favourite. #CanPoli #CdnPoli #CPC #elxn2015 #elxn42 #MasterGate",1,1,1
1008,1008,3548,1,1,0,0,1,1,Morteza will vote in 2015 because immigration matters! #iwillvote2015 #bcrc15 #elxn42 #cdnpoli,1,1,1
1009,1009,3549,1,0,0,0,-1,0,TOTALLY inappropriate for #CPC to conflate refugees &amp; immigration. These talking points are false. #cdnpoli #elxn42,0,0,0
1010,1010,3550,1,1,0,0,0,1,#Franklin Centre news to #Inuit Heritage Trust #CBCNorth #Arctic #Nunavut #cdnpoli #elxn42 http://t.co/2FnfYvqExq,1,1,1
1011,1011,3551,1,1,1,1,1,1,Joined @billcaseyns last night in promoting the need to #GOTV in Mi'kmaq and other First Nation communities. #elxn42,1,1,1
1012,1012,3552,0,1,0,0,0,0,And look at that. #elxn42,0,1,1
1013,1013,3553,-1,-1,-1,-1,0,0,"1.9 billion dollar surplus.. This based on the money you took from EI, Veterans &amp; Immigration?? #elxn42 #Harperman",-1,-1,-1
1014,1014,3554,1,-1,0,-1,1,1,"So long NATO, the Greens say we are to be only peacekeepers &amp; """"poverty eliminators"""" #elxn42 https://t.co/04QAFnT9bi",1,-1,0
1015,1015,3555,-1,-1,0,0,1,1,"With this many #CPC candidates not attending #Bramdebate, compelled to call them #CONllaborators. #cdnpoli #elxn42",0,0,0
1016,1016,3556,0,0,0,0,-1,-1,A message from your local #CPC candidate. Oust the lot of them in #elxn42 #cdnpoli #HeaveSteve,-1,-1,-1
1017,1017,3557,0,-1,1,1,0,1,The folks @cupenat have spoken and they prophesies good tidings. #TM4PM #elxn2015 #elxn42 #cndpoli #CUPE,1,1,1
1018,1018,3558,-1,-1,1,-1,-1,1,@pmharper This brand fitted you better!!!! Please leave Canada to the real canadians #elxn42 #polcan Please GO :-),-1,-1,-1
1019,1019,3559,0,-1,1,0,0,-1,Excuse me but ... #elxn42 #polqc #NDP2015 #TeamTrudeau #LPC #NDP #PLC #NPD #fed2015,1,-1,0
1020,1020,3560,1,-1,1,-1,0,0,The Liberal Campaign at E-51. #ndpisthefarright #elxn42 #paulmartin,1,-1,0
1021,1021,3561,0,0,0,0,0,0,So @OakvilleMayor called Canadian veterans Nazis today. #elxn42 #cndpoli @globalnewsto @CTVToronto @CBCToronto,0,0,0
1022,1022,3562,0,0,0,0,0,1,Another #lpc rally performance nailed by @JustinTrudeau to a far beyond-capacity crowd in #HamOnt. #cdnpoli #elxn42,0,1,1
1023,1023,3563,0,0,0,0,1,0,Taking in @HillTimesEvents @TheHillTimes Platform Policy Briefing on Agriculture - great panel of experts #elxn2015,1,0,1
1024,1024,3564,0,0,-1,-1,0,0,Canada's Harsh 'Austerity' Policies Started with Paul Martin &amp; the Liberals: #cdnpoli #elxn42 http://t.co/6e6X2VWWew,-1,-1,-1
1025,1025,3565,0,1,1,1,1,0,FLY HIGH with Hair_Trudeau ... or Heir_Trudeau ... not sure of the spelling ... #elxn42 #polqc,1,1,1
1026,1026,3566,-1,-1,-1,-1,1,0,People say the economy is hard to understand. This debate's closed captioning isn't helping... #globedebate #elxn42,-1,-1,-1
1027,1027,3567,1,1,1,1,1,1,#HamOnt Greens celebrate @ #LockeFest &amp; #Supercrawl2015 this w/end. @McMasterAlumni @TheSpec #elxn2015 #cdnpoli @HCGN,1,1,1
1028,1028,3568,1,1,0,0,1,0,Congrats to Tom Mulcair for being in the Career Politicians category on Jeopardy #cdnpoli #elxn42 #ottawa #toronto,1,1,1
1029,1029,3569,0,0,0,-1,0,-1,Hang-Ups | From the Chris Alexander archive: #SyrianRefugees #elxn42 #cdnpoli http://t.co/z4wwNrfmFX,0,-1,-1
1030,1030,3570,0,0,0,-1,0,0,Harper deflects StatsCan recession report as NDP and Liberals pounce #elxn42 #elxn2015 http://t.co/QNvnsKnUbY,0,-1,-1
1031,1031,3571,-1,0,1,1,1,1,OH MY! Harper Supports Gay scout leaders #cdnpoli #elxn42 #RayNovak,1,1,1
1032,1032,3572,0,0,0,-1,0,0,What 21st. century #economics is all about. @pmharper &amp; his lot are the witch doctors of old. #elxn42 #cdnpoli,0,-1,-1
1033,1033,3573,0,0,-1,-1,0,0,Ã¢â¬Å@MacleansMag: #Mulcair least known leader. That's good/bad thing for NDP: #elxn42 #politics http://t.co/gsrBlQ4QL6,-1,-1,-1
1034,1034,3574,0,0,0,1,1,0,What Will Ur Candidate Do 2 Support #MentalHealth? #elxn2015 #canpoli #yyc http://t.co/z1nSWtwuIA,1,1,1
1035,1035,3575,1,1,1,1,1,1,I'm officially a candidate! And I voted!! Own your democracy. Get out and vote. #elxn42 #lpc #apathyisboring,1,1,1
1036,1036,3576,0,0,1,1,0,1,I'll be honest. I would vote for The Littlest Hobo for PM. #littlesthoboforpm #elxn42 #cdnpoli,1,1,1
1037,1037,3577,-1,-1,0,0,0,-1,Con Canadians Air! CTVNews: Naming the Conservative Party plane [via @RichardMadan] #elxn42 http://t.co/OEcOf0Zvn7,-1,-1,-1
1038,1038,3578,0,0,0,0,-1,-1,"CANADIANS on Interpol website, wanted for terrorism Ã¢â¬Â¦ some born here others walked in #elxn42 http://t.co/BNYhog0RwN",-1,-1,-1
1039,1039,3579,0,0,1,1,0,0,#yyccentre #elxn42 what would you do about Aboriginal truth and reconciliation report? Thana - increase funding,1,1,1
1040,1040,3580,1,1,0,0,0,0,These are at all placemat locations at tonight's national food policy forum #yqr #elxn42,1,1,1
1041,1041,3581,0,0,0,-1,1,1,You mean THIS Green Party? @nppolitics #elxn42 #polqc,1,0,1
1042,1042,3582,1,1,-1,-1,0,0,. @deadder 'tracks' Stephen Harper's campaign in today's editorial cartoon #elxn42 http://t.co/VpvGMEeEQs,0,0,0
1043,1043,3583,1,-1,0,0,1,1,#LPC Leader @JustinTrudeau in the house! #yyc #elxn42 #abpoli #cdnpoli #realchange #strongplan #yycpoli #TeamTrudeau,1,0,1
1044,1044,3584,1,0,1,1,0,0,"Trudeau's vision for strong, united Canada #CdnPoli #BurlON #Oakville #LPC #elxn42 #elxn2015 http://t.co/mUqlINOXBO",1,1,1
1046,1046,3586,1,1,1,1,1,1,B C-377 #cdnpoli #polqc #elxn42 Happy Laborer's Day ...,1,1,1
1047,1047,3587,0,0,0,0,0,0,I remember people arguing with me when I said Lindor was ready in late June/early July.,0,0,0
1048,1048,3588,1,1,1,0,1,0,"As always, an inspiring speech by the Leader of the @liberal_party. Well done, @JustinTrudeau! #realchange #elxn42",1,1,1
1049,1049,3589,1,1,0,0,1,1,Team @cathmckenna volunteers ahead of knocking doors in Ottawa Centre today for @JustinTrudeau in #elxn42 #LPC,1,1,1
1050,1050,3590,1,1,0,0,-1,-1,This election Harper will not have Rob Ford to help him in Toronto #elxn2015 #elxn42 http://t.co/ApQFECGKmm,0,0,0
1051,1051,3591,0,-1,0,0,0,-1,at least 5 ... #elxn42 #polqc,0,-1,-1
1052,1052,3592,0,0,0,0,0,0,Great #NDP team at #MabuhayPhilippinesFestival #onpoli #brampoli #ReadyForRosemary #elxn42 #ONDP,0,0,0
1053,1053,3593,-1,-1,-1,-1,1,1,@pmharper @calxandr the blood of #AylanKurdi and his family is on you hands. #cdnpoli #elxn42,-1,-1,-1
1055,1055,3595,0,0,1,0,1,1,Stats Can has confirmed it. Welcome to the #HarperRecession. #CdnPoli #Elxn42 #DumpHarper,1,1,1
1056,1056,3596,0,0,0,0,0,0,Do you need a sign? New batch just came in! Send me a message! #yycshep #TeamTrudeau #elxn42 #yyc,0,0,0
1057,1057,3597,0,0,1,1,0,0,"@JustinTrudeau 's 3 point plan for the #economy, now that's #RealChange! #elxn42 #elxn2015 #cdnpoli #canpoli #LPC",1,1,1
1058,1058,3598,1,0,1,0,0,0,"Come to my meet and greet tomorrow at 6pm at the Starbucks in Quarry Park! 1300, 163 Quarry Park Blvd SE #elxn42",1,0,1
1059,1059,3599,1,1,1,1,0,0,@RosieBarton @CBCNews @petermansbridge Rosie the Riveting. #elxn42,1,1,1
1060,1060,3600,1,1,-1,-1,1,1,WOW! Here's what conservatives think of veterans who aren't needed for photo ops #Parasites? #elxn2015 #elxn42 #AbLeg,1,1,1
1062,1062,3602,1,1,-1,-1,-1,0,"Conservatives promise $20m for lobster industry promotion, research #elxn42 #elxn2015 http://t.co/0liMyX8IK2",-1,0,-1
1063,1063,3603,1,1,-1,-1,-1,-1,What's wrong ... #elxn42 #polqc,-1,-1,-1
1064,1064,3604,1,1,0,0,0,0,Happening NOW #LifeWithNDP Alberta #cdnpoli #polqc #elxn42,1,1,1
1065,1065,3605,-1,-1,0,0,0,0,Who owns Stephen #Harper? Hmmm #cdnpoli #elxn42 #treason,-1,-1,-1
1066,1066,3606,1,-1,0,-1,0,-1,@gumshoe44 @HuffPostCanada Stephen Harper's Kiss of death - Canadian Veterans #elxn42 #cdnpoli,1,-1,0
1067,1067,3607,-1,-1,0,0,0,0,My new biweekly #cdnpoli column for @TheHillTimes is out ? here's a preview #Syria #refugeescrisis #elxn42,-1,-1,-1
1068,1068,3608,0,-1,1,1,0,0,Throwback Wednesday: Jason Kenney in student days #elxn42,1,0,1
1069,1069,3609,1,1,0,0,1,0,"PC Party, #Youth, #Education,Opportunity,#RenewableResources, Proudly #Canada's PCs #elxn42 http://t.co/NSwTddCHS8",1,1,1
1070,1070,3610,-1,0,0,0,1,0,Harper inspire #polqc #blocqc #assnat #elxn42 #elxn2015 #harper #cdnpoli,0,0,0
1071,1071,3611,0,-1,1,1,1,0,This letter to @ParmGill went unanswered for almost a year! My impression has not changed. #ELXN42 #CDNpoli #CPC #LPC,1,0,1
1072,1072,3612,0,0,0,0,0,0,Busy morning w/ @UofTLiberals signing up students for #GenerationTrudeau. #votingissexy #elxn42 #LPC,0,0,0
1073,1073,3613,0,-1,0,-1,0,-1,@acoyne as if #cdnpoli #elxn42,0,-1,-1
1075,1075,3615,-1,-1,-1,-1,0,0,Harper's assertion re #refugees is just plain untrue: #elxn42 #cdnimm http://t.co/8hs1GaR4TI,-1,-1,-1
1076,1076,3616,0,0,0,-1,0,0,I liked #WoodyAllen so ignored some facts. Is that how YOU will decide to vote in #elxn42? https://t.co/EZZRaSp9rI,0,-1,-1
1077,1077,3617,1,1,1,1,1,1,"""""Quebec and Canada need each other to prosper"""": @JustinTrudeau at the #Hamont @liberal_party Rally #cdnpoli #elxn42",1,1,1
1078,1078,3618,1,1,1,1,1,1,John Aman will vote in 2015 because it's his responsibility for his family! #iwillvote2015 #cdnpoli #elxn42 #bcrc15,1,1,1
1079,1079,3619,1,1,1,1,1,1,#GlobeDebate for #elxn42 is only hours away! Let's discuss the economic opportunities of inclusive hiring #inclusion,1,1,1
1080,1080,3620,-1,-1,-1,0,-1,-1,A Warning To The West: A Voice From Egypt | Should read this Happening here #elxn42 #polqc http://t.co/QFcf4j4OmW,-1,-1,-1
