ID,RawText,Text,Image,Label
7968,the best breed is a rescue breed,positive,positive,positive
7969,heading to,positive,positive,positive
7970,because my dog is hella ugly,positive,positive,positive
7973,every day is here,positive,positive,positive
7974,happy from harold i can not wait to get home and play with the little snorty monster,positive,positive,positive
7975,furryseven dog day,positive,positive,positive
7976,i am happy that my pups are healthy and happy on,positive,positive,positive
7977,i miss my lil pup who is apparently a mom now aww,positive,positive,positive
7978,happy from one of the bfm pups wishing all of our fellow furballs lots of love,positive,positive,positive
7979,happy miss you bud,positive,positive,positive
7980,happy national dog day from and our dog ivy,positive,positive,positive
7981,happy tweet us you doggies,positive,positive,positive
7982,happy,positive,positive,positive
7983,hahaha too cute cheerleader wig for your dog your most loyal cheerleader,positive,positive,positive
7984,happy heading back for humane society,positive,positive,positive
7985,another reason to hail our fave hiking partner santana happy,positive,positive,positive
7986,is it too late for,negative,neutral,positive
7987,hmmm i will have to give that some thought,positive,neutral,positive
7988,me and my boy hank,positive,positive,positive
7989,my weird happily runs to the sink after i use coconut oil because he loves to have his teeth brushed,positive,positive,positive
7990,wait you have cookies,neutral,positive,positive
7991,in my natural habitat,positive,positive,positive
7992,happy everyone,positive,positive,positive
7993,resharing this photo from my wifes twitter feed,neutral,positive,positive
7994,happy everyone,positive,positive,positive
7995,it is i work with them everyday but mines my favourite love you jake now go hug a dog ask first,positive,positive,positive
7997,happy my little guy turned 8 recently,positive,positive,positive
7998,happy to our little pup bettie,positive,positive,positive
7999,my old lady fiona,positive,positive,positive
8000,this little one is the funniest four legged explorer ever it is confirmed she is part,positive,positive,positive
8001,happy,positive,neutral,positive
8002,archie relaxing on national dog day week on of 2nd tplo doing well,positive,positive,positive
8004,shout out to the best there ever was the hole still has not been filled,positive,positive,positive
8005,have a beer help a dog get a deal,positive,positive,positive
8006,well i love these 2 i guess,positive,neutral,positive
8007,my pooch ginger,positive,positive,positive
8008,miss you still pup,positive,positive,positive
8009,happy to the best and craziest dog evar,positive,positive,positive
8010,happy cuddle up with your pup and enjoy a nice glass of wine tonight,neutral,positive,positive
8011,here is my beautiful german shepard,positive,neutral,positive
8012,remy amp iggy happy,positive,neutral,positive
8014,happy,positive,positive,positive
8015,shoulda seen this guy with a knife and fork still miss him happy,positive,positive,positive
8016,back in february my best friend got me a balloon,positive,neutral,positive
8018,love her to pieces,positive,positive,positive
8019,our other is a,positive,neutral,positive
8020,happy national dog day to my best friends tattoo and cora,positive,positive,positive
8021,kismet says hello,positive,positive,positive
8022,today is enjoy your day mutt,neutral,neutral,neutral
8023,here is a picture of my awesome dog studley happy,positive,positive,positive
8026,i love mindy,positive,positive,positive
8027,happy to all our furry dog brothers amp sisters,positive,positive,positive
8028,they give special love,negative,negative,negative
8029,to my baby boy nugget,positive,positive,positive
8031,one of our office dogs twiggy is celebrating in style,positive,positive,positive
8032,forgot to say happy national dog day to this stud muffin,positive,positive,positive
8034,i miss having a pet in the house so its always nice to look after my sisters and brother in laws dog,positive,neutral,positive
8035,ft my favorite monster and ted,positive,positive,positive
8036,to these gross baboons,positive,positive,positive
8037,omfg,positive,positive,positive
8038,ruh roh happy one of the best cartoons ever,positive,positive,positive
8039,shoutout to my boy snoop dogg,neutral,positive,positive
8040,happy from my two bozos,positive,positive,positive
8041,happy from pax and his dad,positive,positive,positive
8043,me and my dog feel the same about nachos,positive,positive,positive
8045,happy national dog day my little bailey 19 weeks old about to graduate puppy school so proud,positive,positive,positive
8046,gabby loves going for rides in the,positive,positive,positive
8047,i love my pups,positive,positive,positive
8048,what would i do without on,positive,positive,positive
8049,happy,positive,positive,positive
8050,jersey,positive,positive,positive
8051,oh harvssss your almost 3 crazy how time flys,positive,positive,positive
8052,in his favorite chair,positive,positive,positive
8053,still the greatest photo,positive,positive,positive
8054,loving my buttercup,neutral,positive,positive
8055,make sure you sleep with your favourite on,positive,positive,positive
8056,happy national dog day odie,positive,positive,positive
8057,happy to one of the best things that has happened in my life so far cooper and chelsea,positive,positive,positive
8058,my love bug,positive,positive,positive
8059,thanks for these adorable frames of foxy amp i,positive,positive,positive
8060,happy our furry friends make the best office companions,neutral,neutral,neutral
8061,happy,neutral,neutral,neutral
8063,happy jubie,positive,neutral,positive
8064,happy from chewy the chihuahua just chillin like a villian,neutral,positive,positive
8065,we won a stuffed dog named him master midway,positive,positive,positive
8066,and they called it puppy love,positive,positive,positive
8067,happy celebrate and recognize all your pups,neutral,negative,positive
8068,for all your moving needs,positive,neutral,positive
8069,because it is my littlest boy,positive,positive,positive
8070,little guy in training,positive,positive,positive
8071,love my boys,positive,positive,positive
8072,happy to my two favourite pups,positive,positive,positive
8073,greetings from misa and ryuk,positive,positive,positive
8074,happy from rory,positive,positive,positive
8075,this will be the hardest goodbye of all to my best friend,positive,positive,positive
8076,how will you spend your time with your furry best friend today,positive,positive,positive
8077,kristen is relaxing on her favorite bed on,positive,positive,positive
8079,loving the outdoor life señor nacho,positive,positive,positive
8080,my dog eli annoyed that i took his picture for,neutral,positive,positive
8081,it is so if you are lucky enough to have a dog make sure you give them extra love today,positive,positive,positive
8082,such a photo taken by at for,positive,positive,positive
8083,i forgot our third dog with my grandma kaylee all three of our dogs are siblings too,positive,positive,positive
8085,happy,positive,positive,positive
8086,he thinks he can drive a car,positive,positive,positive
8087,dogs are cool,positive,positive,positive
8088,miss him so much,neutral,positive,positive
8089,happy from and i and of our fourlegged fur machine,positive,positive,positive
8090,love these two leo and leia,neutral,neutral,neutral
8091,happy dapper brado,positive,positive,positive
8092,happy to all four legged family members and to those who need a family,positive,positive,positive
8093,happy xoxo,positive,positive,positive
8094,a part of the human soul remains unawakened until shehe shares herhis life with a,positive,positive,positive
8095,lmfaoo good to see the world knows what is more important,positive,neutral,positive
8096,happy to my best pup,positive,positive,positive
8097,happy my love,positive,positive,positive
8099,happy,positive,positive,positive
8100,i think we have all been there happy to ps september tix on sale now,positive,positive,positive
8101,my baby arthur,positive,positive,positive
8102,happy to my best friend fitz,positive,positive,positive
8103,my love,positive,positive,positive
8104,because i like derby more than 99 of the human population,positive,positive,positive
8105,lol dad,positive,neutral,positive
8106,happy from me n the lil shit who would not even look at the camera smh,positive,positive,positive
8107,it is and we could not think of anything better than relaxing with your favourite canine,positive,positive,positive
8108,surprise everyone tula is coming to college with me,positive,positive,positive
8109,love both my babies so much,positive,positive,positive
8110,bronx we love you,negative,negative,negative
8111,2 years old this month and already driving sigh,positive,neutral,positive
8112,happy not sure what i would do without this little turd wo,positive,positive,positive
8113,where ever you are,positive,positive,positive
8114,happy to my amazing,positive,positive,positive
8115,my babies,positive,positive,positive
8116,does willow count she plays fetch like a dog lol happy everyone,positive,positive,positive
8117,happy,positive,positive,positive
8119,if you travel with them we want them here even if they might distract us from work,positive,positive,positive
8120,can not believe i missed yesterday this love,positive,neutral,positive
8121,the blue assumes everyday is about her,neutral,neutral,neutral
8122,happy,neutral,positive,positive
8123,a boy and his dog,positive,positive,positive
8124,happy everyone my neighbour abby came for a visit to celebrate,positive,positive,positive
8125,yippee,positive,positive,positive
8128,what a guy,positive,neutral,positive
8129,happy but get outta my bed,negative,neutral,positive
8131,happy,positive,positive,positive
8132,after a lengthy discussion yesterday with my grannddogger scout came 2 the conclusion every day is,positive,positive,positive
8133,i think everyone knows it is my favorite day,positive,positive,positive
8135,12 things that make me happy love ya sofie,positive,positive,positive
8138,nap time with baby,neutral,neutral,neutral
8139,love my dog and he loves me despite this photo,neutral,positive,positive
8140,happy,positive,positive,positive
8142,it is give your loved pups a celebratory belly scratch,positive,positive,positive
8143,nothing better than with you pooch and your new ride from,positive,positive,positive
8144,thanks for taking me where i needed to go,positive,positive,positive
8145,happy to lady k aka princess puppy paws aka kira the best pic on earth,positive,positive,positive
8146,my sweet little monkey love him so much happy mems,positive,positive,positive
8147,happy from nacho,positive,positive,positive
8149,happy doggie day,positive,positive,positive
8150,lovable beaver in honor of saves on building,positive,positive,positive
8151,enjoying with my new bestie he may not be mine just dog sitting but think its time to get my own,positive,positive,positive
8152,happy national dog day from my bitches,positive,positive,positive
8153,watches all the games with mommy go cats go,positive,positive,positive
8154,for we thought we would trot out this whimsical boot with a scottish terrier appliqué,positive,neutral,positive
8155,happy,positive,positive,positive
8156,to my baby girl up in heaven miss you each amp everyday,negative,negative,negative
8157,at librairie clio next wednesday september 2nd 2015 6pm,positive,positive,positive
8158,happy national dog day,positive,positive,positive
8159,love this boy,positive,positive,positive
8160,the 2 doggies in my life ruby left amp wishbone right my doggie niece and nephew,positive,positive,positive
8162,happy from emrys and the staff at byte computers,positive,positive,positive
8163,happy national doggie day it is wooftastic day at riocan georgian mall rgm,positive,neutral,positive
8165,sara and goldie say hi to cedar,positive,positive,positive
8166,happy,positive,positive,positive
8167,happy from yours truly,positive,positive,positive
8168,happy,neutral,neutral,neutral
8169,happy national dog day amanda,positive,positive,positive
8170,heading back pls support,positive,neutral,positive
8171,it is my late rescue beagle gg says i sure miss her but have rescued another beagle,positive,neutral,positive
8172,our dog smoak is hoping for another homerun bone today,positive,positive,positive
8173,i miss you violet,positive,positive,positive
8174,my bleu,neutral,positive,positive
8175,since it is let us find gabriel a home rt,positive,positive,positive
8176,my buddy zac morris,positive,positive,positive
8177,my dog indiana is the best friend a guy could ever have,positive,positive,positive
8178,damn i miss this guy be good to you are new family be good,positive,positive,positive
8179,well since its and i do not have a dog here is my cat,positive,positive,positive
8181,he drives at the lake,positive,positive,positive
8182,every day is in my house,positive,positive,positive
8183,happy to my forever jazzy,positive,neutral,positive
8184,happy,positive,positive,positive
8185,happy btches freckle,positive,positive,positive
8186,with my cdawg he is sweet and obedient and can be a bitch but i love him,positive,positive,positive
8187,since was yesterday here is a picture of marshall and pippa,positive,positive,positive
8188,i love my dog,positive,positive,positive
8191,my boys my life my everything scrappy the and chito the,positive,positive,positive
8192,got to love my golden retriever lily,positive,positive,positive
8193,my girl kali that you saw in the santa parade in winnipeg in 2012,positive,positive,positive
8194,i miss you everyday,positive,positive,positive
8195,my pup amy,positive,positive,positive
8196,happy everyone,neutral,neutral,neutral
8198,happy to my puppy stella and to all my doggy angels,positive,positive,positive
8199,missing my maggie,negative,positive,positive
8200,this is abbey,positive,positive,positive
8201,it is here we it everyday of the year,positive,positive,positive
8202,happy from these two fuzzy nuggets,positive,positive,positive
8203,my hairy furbabys,neutral,neutral,neutral
8205,happy these are not our dogs but we wish they were,positive,neutral,positive
8206,he is better than a dog,positive,positive,positive
8207,so to my main nigga snowball,positive,positive,positive
8208,i see this view every day they are my loyal companions always at my side i love my dogs happy,positive,positive,positive
8209,happy national dog day to my beautiful rat,positive,positive,positive
8210,happy national dog day,positive,positive,positive
8211,here are my two,neutral,positive,positive
8212,heading down to,positive,positive,positive
8213,trying to get up off the couch without waking up 2 dogs is pretty hard,positive,neutral,positive
8214,bet you did not know under that live oak my favorite dog is buried in the yard,positive,positive,positive
8215,happy to this guy,positive,neutral,positive
8216,fishing with the pooch in alberta,neutral,neutral,neutral
8217,dogs are better friends than human sometimes just saying thanks for raising him,positive,positive,positive
8218,since its i can not live with out this dog,positive,positive,positive
8219,flyest dog out there,neutral,positive,positive
8220,happy to my poor helen keller of a pup,neutral,negative,positive
8221,happy to all the pugs out there,positive,positive,positive
8222,happy,positive,positive,positive
8224,happy to my favourite guy,positive,positive,positive
8225,just a reminder because it is,positive,positive,positive
8227,my 2 boys,positive,positive,positive
8228,paul and skylar are going to see the bombers play this saturday at the oh and happy,positive,positive,positive
8229,happy birthday to my baby lola,positive,positive,positive
8230,mocha 7 month old plott hound,positive,positive,positive
8234,you can not buy love but you can rescue it,neutral,negative,positive
8235,maggie mae nothing compares to you,positive,positive,positive
8236,happy to my,positive,positive,positive
8237,spend some time with your favourite pups on,positive,positive,positive
8239,perfect day to bring our new puppy scooter home,positive,positive,positive
8240,please,positive,positive,positive
8242,let us just pretend jack is my puppy,positive,positive,positive
8243,happy you owe it 2 urself 2b top dog join it is easier than you think,positive,positive,positive
8244,miss nia,positive,positive,positive
8245,happy from my two troublemakers cricket and tulip,positive,positive,positive
8247,it is so today we celebrate our jimmy,positive,positive,positive
8248,happy,positive,neutral,positive
8249,here is my princess i will miss you,positive,positive,positive
8250,every day is for this little guy,positive,neutral,positive
8251,happy,positive,positive,positive
8252,here is a submission for my boy cash,positive,positive,positive
8253,happy his names buster he likes chocolate pudding and the vet he is real,positive,positive,positive
8254,the boys,positive,positive,positive
8255,coco does not do much adoption agency lady you do a lot for the people you love there doggy,positive,positive,positive
8256,miss him so much,positive,positive,positive
8257,happy you owe it 2 urself 2b top dog join it is easier than you think,positive,positive,positive
8258,happy,positive,positive,positive
8259,my piano practice support dog happy,positive,neutral,positive
8260,another late picture,positive,positive,positive
8261,jeffreys favorite sleeping spot,positive,positive,positive
8262,happy,positive,positive,positive
8263,a happy tika is enjoying the weather,positive,positive,positive
8264,dogs and vikings match made in heaven,positive,positive,positive
8265,happy dex,positive,positive,positive
8266,my wishing all doggies and their humans a very happy,positive,positive,positive
8267,my giant puppy,positive,positive,positive
8268,clover hunts birdie putts,neutral,neutral,neutral
8269,happy to my handsome pup,positive,positive,positive
8270,happy,positive,positive,positive
8271,happy national dog day,positive,positive,positive
8272,skyler is the cuddliest,positive,positive,positive
8273,happy from heidi and paco,positive,positive,positive
8274,my dog and his girl friend oups dog friend,positive,positive,positive
8275,today is my 3 rescues are long gone but still near and dear to my heart lt3,positive,positive,positive
8276,a big shout out to our young volunteers you guys are the best,positive,positive,positive
8277,happy national dog day,positive,neutral,positive
8278,happy national dog day to the one who is always ready to cuddle when i need it,positive,positive,positive
8279,i know was yesterday but i still love my charlie,positive,positive,positive
8280,happy seaver you are a nut but we love ya,positive,positive,positive
8281,happy to my main man bear,positive,positive,positive
8282,it is give a rescue pup a chance they will give you their love furever who would not love this face,positive,positive,positive
8283,happy to the best darn dog in the world,positive,neutral,positive
8284,happy from hazel,positive,positive,positive
8286,with the only one dumber than i am,neutral,positive,positive
8288,in honor of,positive,positive,positive
8289,i had my sabre first,positive,positive,positive
8290,happy,positive,positive,positive
8291,happy,positive,positive,positive
8292,my little girl,positive,positive,positive
8293,how can you not love this cute little ball of fur,positive,positive,positive
8294,is not he a cutie,positive,positive,positive
8295,my babies and my moms way of saying that she is having a boy,positive,positive,positive
8297,celebrate all the dogs in our lives pastpresentour best friendsprotectorsroxie is from,positive,neutral,positive
8298,good post dad,positive,positive,positive
8299,where is malibu,positive,neutral,positive
8300,my big puppy koda,positive,positive,positive
8302,happy,neutral,neutral,neutral
8303,can not wait to see my baby again mami is coming to colombia soon,positive,positive,positive
8304,barry and his bff johnny utah,positive,positive,positive
8305,celebrating our best furry friends today kids make great pillows according to duke,positive,positive,positive
8306,it is here is mcfly adriannas own lil puppy who is cohosting our newest episode at,neutral,positive,positive
8307,took belle for ice cream,positive,positive,positive
8308,have on repeat and celebrating with my little guy,positive,neutral,positive
8309,it is meet charlotte the newest member of my family 11 weeks old tomorrow,positive,positive,positive
8310,adventures with your amp your make for the best happy,positive,positive,positive
8311,with my buddy bogey,positive,positive,positive
8312,an 1889 greeting card in tribute to,positive,positive,positive
8313,this is teddy rux my adorable puppy,positive,positive,positive
8315,so i guess since it is my babies lt3,neutral,positive,positive
8316,happy to my best friend,positive,positive,positive
8317,this is tucker going full tilt in the park in hamilton,positive,positive,positive
8319,our dogs help us out with chores but their specialty has always been roofing,positive,positive,positive
8320,happy to all the cute pups out there show some love to the mans best friend today and always,positive,positive,positive
8321,my cutie,negative,negative,negative
8322,my dante with his buddy,positive,positive,positive
8323,happy looking back to our previous lawn sculpture balloon dog,positive,positive,positive
8324,it is national dog day my dog mario says hello,neutral,neutral,neutral
8325,happy,neutral,positive,positive
8326,love comes in fur,positive,positive,positive
8328,love my berner boy,positive,positive,positive
8329,up north we call 0,positive,positive,positive
8330,mans best friend meet rusty my new cohost on monroes,neutral,positive,positive
8331,happy to my favorite mascot s damien the great dane,positive,positive,positive
8332,release the hound,positive,positive,positive
8333,happy even though most of these dogs are not even mine but i still love them,positive,positive,positive
8334,too cute happy,positive,neutral,positive
8335,happy thank you amp for the gifts for,positive,positive,positive
8336,my girls are helping franklin county dog shelter celebrate make it a happy one,positive,positive,positive
8337,happy national dog day bitches,positive,positive,positive
8338,best suntanning partner i could ever ask for,positive,positive,positive
8340,we would love to see your dog tweet us a pic here is s cat and dog dave amp cheryl,positive,positive,positive
8341,happy from louis one of the only dogs that loves me,positive,positive,positive
8343,my greatest selfie ever taken,positive,positive,positive
8344,happy national dog day to my fur baby mckey,positive,positive,positive
8345,happy to all our icedogs fans icedogs homeopener is around the corner 36 days 9 hours and 20 mins,positive,positive,positive
8346,hanging out with these furry friends all day is the best,positive,positive,positive
8347,missing my little model dog right now,positive,positive,positive
8348,amp happy never saw myself as a person but can not imagine my life wo,positive,positive,positive
8349,because they love the as much as i do today is my chihuahua priscilla is my,positive,positive,positive
8350,when house sits for you and send you this,neutral,positive,positive
8351,the love of my life digby,positive,positive,positive
8352,i am sweet and sassy all rolled into one pretty pup,positive,positive,positive
8353,today was amp we had to take moejo to the vet cuz he is sick but he stills looks happy so it is alright,positive,positive,positive
8354,do not let maddys twitter trick you millie really hates her,positive,positive,positive
8355,happy heading back to,neutral,neutral,neutral
8357,me and my buddy scooter,positive,positive,positive
8358,myyy baby mia i had so much baby pictures of her on my old phone,positive,positive,positive
8359,and senior pics round two with max and darius,positive,positive,positive
8360,love this lil stinker so so much,positive,positive,positive
8361,here my babe eating a burnt branch,positive,positive,positive
8362,charlie and puppy say happy,positive,positive,positive
8363,happy,positive,positive,positive
8364,goes out to my little suck,positive,positive,positive
8365,happy let us celebrate our canine friends and the joy they bring us,positive,positive,positive
8366,hey i think our shih tzus are cousins,neutral,positive,positive
8367,happy,positive,positive,positive
8368,in memory of heidi and in honor of two days before she left us in june 1956,positive,positive,positive
8369,happy sorry anthony i can not give you a long walk today,neutral,positive,positive
8370,and i naturally think mine are the cutest i am only a little biased,positive,neutral,positive
8371,it is this is my beauty cora lt3 rt with your pups pics,positive,positive,positive
8373,my princess piggie,positive,positive,positive
8374,every dog has his day happy from,positive,positive,positive
8376,basenji naptime,neutral,positive,positive
8378,happy to my little truck the tough guy you are a spoiled brat but i love you,positive,positive,positive
8379,zeus is 16 amp loves the trails amp his breaks,positive,positive,positive
8380,here is my dog,positive,positive,positive
8381,jd is fierce,positive,positive,positive
8382,loki chewing on his favorite toy,neutral,neutral,neutral
8383,not even my dog but happy,positive,positive,positive
8384,is over but were still celebrating get 10 off soulfood code dogsoul10,positive,neutral,positive
8386,happy national dog day to monday the kuwaiti expat amp bear the 3legged wonder dog,positive,positive,positive
8387,happy receive 10 off soulfood when you use dogsoul10 at the checkout,positive,positive,positive
8388,a hearty celebration and big hug to and a treat,positive,positive,positive
8389,have a day filled with fun and play,neutral,neutral,neutral
8390,happy to my best buddy sebago,positive,positive,positive
8392,if you know me you know i love my dog,positive,positive,positive
8393,happy,positive,positive,positive
8394,pointless dog bed,positive,positive,positive
8395,happy from my happy pup to yours,positive,positive,positive
8396,dug this picture up for and because i miss zac,positive,positive,positive
8397,today is how are you celebrating it with your favourite furry pal,positive,positive,positive
8398,hitch leads his pack love my bs,positive,positive,positive
8399,happy,positive,positive,positive
8400,it may have been yesterday officially but every day is around here with bubbles,positive,positive,positive
8401,hannah,neutral,neutral,neutral
8402,it is marley,positive,positive,positive
8403,happy missing this furball like woah today,positive,positive,positive
8404,just a girl and her little world,positive,positive,positive
8405,dogs who drink together stay together,positive,positive,positive
8408,happy from dex and ms jackson,positive,positive,positive
8409,i celebrated with my guy and jam to,positive,positive,positive
8410,happy to my sidekicks,positive,positive,positive
8411,celebrating heroes on parker is 1 of ovcs generous blood donors gt,positive,positive,positive
8412,miss this silly sweet loyal playful singing yes singing schnoodle,positive,positive,positive
8414,lil baby,positive,positive,positive
8415,happy,positive,neutral,positive
8416,my pretty baby on this,positive,neutral,positive
8417,meet the dogs of ntrust melting hearts thru phone screens by day greeting us every night,positive,positive,positive
8418,happy,positive,positive,positive
8419,happy who am i kidding every day is national dog day,positive,positive,positive
8420,to my 4 little barking fluffs hank gismo zeus amp odin i love my babies,positive,positive,positive
8421,blake is so going to crush this challenge,neutral,positive,positive
8422,my dog daisy,neutral,neutral,neutral
8423,this is my baby her name is moday,negative,neutral,positive
8425,bunker has got the fox scent go get him boy,neutral,neutral,neutral
8426,from our dogs to yours wishing you a great wonderful furry day,positive,positive,positive
8427,i do not have a dog but i have birds,negative,neutral,positive
8429,apparently its want to say hi to my pooches in puppy heaven lt3 miss and love you diago and buddy,neutral,positive,positive
8430,with this handsome little guy,positive,positive,positive
8431,be sure to wish volt our explosive detection dog a happy if you spot him in the today,positive,positive,positive
8432,my love tj on xo,neutral,neutral,neutral
8433,happy sending love to my babies back home in bkk i miss waking up to this,positive,positive,positive
8434,belvedere a few years back but as spry still at 12 almost 13,positive,positive,positive
8435,missing my brown eyed baby happy nugs,positive,positive,positive
8436,paws up for rt amp follow to win a packed with goodies for your pup,positive,positive,positive
8437,happy to my furbaby mac,positive,positive,positive
8439,happy to my baeeeson,positive,positive,positive
8440,finn he is the one,neutral,positive,positive
8441,happy,positive,positive,positive
8442,celebrating by treating pillow to a pedicure she is not impressed,positive,positive,positive
8443,my babies finnegan and bailey,neutral,positive,positive
8444,just because i can amp it is love my boy,positive,positive,positive
8445,to shelby rip,positive,positive,positive
8446,happy to these rascals,positive,neutral,positive
8447,meet ozzy a mixed breed pomeraniancoton du tulear,positive,positive,positive
8448,happy to the bestest cutest baby in the world i kno you will not see this but i lovooove you so muchh,positive,neutral,positive
8450,best bud ever,positive,positive,positive
8451,happy to this princess,positive,positive,positive
8452,no need to be shy on national dog day,positive,neutral,positive
8453,and the worlds best baby sitter,positive,positive,positive
8454,happy to all the dog owners out there and especially all of our best companions mine is berta,positive,positive,positive
8455,my dog loves to sleep with a pillow happy,positive,positive,positive
8456,happy,positive,positive,positive
8457,this is my dog tucker he is a cross with a beagle duh and an boarder collie,positive,neutral,positive
8458,best part of,positive,positive,positive
8459,miss this guy,positive,positive,positive
8460,happy to my lil bae sadie i love you pup,positive,positive,positive
8461,my miller,positive,positive,positive
8462,happy to a best friend amp companion,positive,positive,positive
8464,that time my best friend was an extra in a horror movie,positive,positive,positive
8465,i interrupt this cheerleader talk to bring you an adorable picture of my baby on,positive,positive,positive
8466,happy it is been almost 4 years but i still miss my little buddy,negative,negative,negative
8467,so glad i adopted my dog 4 years ago was 100 worth it she is a princess,positive,positive,positive
8468,its are here is our mascot storm the siberian husky,neutral,neutral,neutral
8469,miss you buddy i know you have always got my back,positive,positive,positive
8470,happy,positive,positive,positive
8471,oh boy what have i done,positive,positive,positive
8472,to this one of a kind dog,positive,positive,positive
8473,our cbo enjoying her treat,positive,positive,positive
8474,happy,positive,positive,positive
8475,happy,positive,positive,positive
8476,getting psyched its,positive,positive,positive
8477,there ya go happy,positive,neutral,positive
8478,i miss my baby,positive,positive,positive
8479,lyla enjoying this dizzily day celebrating,positive,positive,positive
8480,happy to my bff pennie lane,neutral,positive,positive
8481,meet jethro,positive,positive,positive
8482,happy my miss mazie kickin it poolside,positive,positive,positive
8483,i should say it more is a pretty good fella,positive,positive,positive
8484,happy national dog day to my agatha,positive,positive,positive
8485,in honour of send us pics of precious moments of your dog,positive,positive,positive
8487,ok so i felt left out,positive,positive,positive
8488,happy to my family,positive,positive,positive
8491,digby yea,positive,positive,positive
8492,my decent dog duke,positive,positive,positive
8494,happy,positive,positive,positive
8495,doing what the do best,positive,positive,positive
8496,happy national dog day,positive,neutral,positive
8497,happy from sweat x and our friends,positive,positive,positive
8498,apparently it is on the internet i do not have a dog so here is a photo of a pooch in,positive,positive,positive
8499,its neighbourhood kids having fun painting a canine good neighbour,positive,positive,positive
8500,belated happy let us celebrate our pets everyday they deserve it,positive,positive,positive
8501,baby,neutral,positive,positive
8502,do not forgot this one,positive,positive,positive
8503,happy to the hoe who tries to block me out of pics,positive,positive,positive
8504,our girls lola amp heidi happy national dog day,positive,positive,positive
8505,happy from sadie amp the sundance spa store give your fur babies a hug amp kiss,positive,positive,positive
8506,my great nieces with their bff,neutral,positive,positive
8507,where is malibu,neutral,negative,positive
8508,the homie,neutral,positive,positive
8509,happy these are mine,positive,neutral,positive
8510,my two favorite dogs in honor of,positive,positive,positive
8511,happy this shirt is exactly what our furry friends make us,positive,positive,positive
8512,happy to my babies,positive,positive,positive
8513,happy national dog day,positive,positive,positive
8515,demon dog,positive,positive,positive
8516,how about this for a drool,positive,positive,positive
8517,my 10yr old german shepherd mamas boy i him so much my man,positive,positive,positive
8518,happy,positive,positive,positive
8519,happy national dog day,positive,positive,positive
8520,on thanks to the canines in my life,positive,positive,positive
8521,in honor of here is my main bitch,positive,positive,positive
8522,miss ya pup,neutral,positive,positive
8523,what,neutral,neutral,neutral
8524,i just love this a lot,positive,positive,positive
8525,here is a puppy,neutral,neutral,neutral
8526,pic from,neutral,neutral,neutral
8527,when you have been voting all day and some people have not even voted once,neutral,negative,positive
8528,let us win it for these losers,positive,positive,positive
8529,keep voting,positive,neutral,positive
8530,cough cough michael,neutral,negative,positive
8531,when you got bigger plans that no one else understands,positive,positive,positive
8532,ya 5 es oh es is my favourite band,neutral,negative,positive
8533,with one rt today and hopefully a follow from you can help this poor potato,neutral,positive,positive
8534,cuties,neutral,neutral,neutral
8535,throwback oml i miss this song thhs is going as my header,positive,positive,positive
8536,look at my baby,neutral,neutral,neutral
8537,do not waste your day and go vote,neutral,positive,positive
8538,tru though,positive,positive,positive
8539,when she is clingy,positive,positive,positive
8540,fuck my cousin started touching my phone while i was tweeting and i used thr wrong hashtag,negative,negative,negative
8541,but remember when 5sos faved my tweet but did not want to follow me,neutral,neutral,neutral
8542,literally,neutral,positive,positive
8544,when i see is retweeting,neutral,neutral,neutral
8545,buttloads of awesome,positive,neutral,positive
8546,retweet for lukes neck veins here,positive,positive,positive
8547,why are not you voting for 5sos like o m g,neutral,neutral,neutral
8548,your caption is 2105 first mva now 2105 you guys are funny,positive,positive,positive
8550,vote now,neutral,positive,positive
8551,hell yea i knew we would,positive,positive,positive
8553,though,neutral,neutral,neutral
8554,little senior picture action here,neutral,positive,positive
8555,tweet,positive,neutral,positive
8556,so proud of these four amazing guys,positive,positive,positive
8557,keep voting,neutral,positive,positive
8558,when you can not get the tweet right,neutral,neutral,neutral
8559,if you did not think this was adorable then you are not human,positive,positive,positive
8560,when i see a 44 selfie,neutral,neutral,neutral
8561,because i have got a jet black heart and there is a hurricane underneath it trying to keep us apart,neutral,positive,positive
8562,rt if you love mikeys hair,positive,positive,positive
8563,i am emo,positive,neutral,positive
8564,558 one more week,neutral,positive,positive
8565,this is how 5sos got me feeling lately,neutral,negative,positive
8566,vote spam rt for michael telling us about visiting a therapist 10,neutral,negative,positive
8567,do not quit now guys we are so close to a 1m lead,positive,positive,positive
8568,but there is no isle 11,positive,neutral,positive
8569,this is not what i asked you to do siri,negative,positive,positive
8570,when mom is 5sos af pls rt for my adorable squishy mom,neutral,positive,positive
8572,they are a pretty cool band,positive,neutral,positive
8574,worth getting up at 6 30,neutral,positive,positive
8575,is amazing i am in love with it already,positive,neutral,positive
8576,follow me,neutral,neutral,neutral
8577,ashton you cutie,positive,neutral,positive
8578,is the 5sos fam the best fam,neutral,negative,positive
8579,my spotify queue knows what is up,negative,negative,negative
8581,they r catching up but the is going to kick butt thanks to luke,neutral,neutral,neutral
8582,rt to vote,neutral,neutral,neutral
8586,let us not only vote to win but let us try to get it to the number one worldwide trend,positive,neutral,positive
8587,when you see we are winning,positive,positive,positive
8589,can i marry this song,positive,positive,positive
8590,hah when this pic is more accurate than my life,positive,positive,positive
8593,funniest thjng ever looool,neutral,neutral,neutral
8594,you get them tiger,neutral,positive,positive
